feature,importance
bacon,9.454242944073599e-17
it is,9.454242944073599e-17
the motion,9.367506770274758e-17
light is,9.324138683375338e-17
they experienced more,9.31871767251291e-17
on the rough,9.31871767251291e-17
experienced more friction,9.31871767251291e-17
experienced more,9.31871767251291e-17
surface they,9.31871767251291e-17
surface they experienced,9.31871767251291e-17
they experienced,9.31871767251291e-17
concrete surface the,9.31871767251291e-17
concrete surface they,9.31871767251291e-17
the chandelier,9.280770596475918e-17
chandelier,9.280770596475918e-17
sliding on,9.270267387929965e-17
able to throw,9.107298248878237e-17
the racetrack,9.107298248878237e-17
resulting in,9.107298248878237e-17
resulting,9.107298248878237e-17
which means that,9.085614205428527e-17
cause more,9.085614205428527e-17
motion of,8.977193988179977e-17
between the,8.977193988179977e-17
the motion of,8.977193988179977e-17
the rougher,8.933825901280557e-17
the paper,8.93247064856495e-17
star to,8.890457814381136e-17
be able,8.857931749206571e-17
be able to,8.857931749206571e-17
ball to roll,8.852510738344144e-17
means,8.847089727481716e-17
can,8.847089727481716e-17
ball farther,8.803721640582296e-17
is likely,8.803721640582296e-17
ball as far,8.760353553682876e-17
ball as,8.760353553682876e-17
accelerate,8.760353553682876e-17
fell,8.749511531958021e-17
fell on,8.749511531958021e-17
rather,8.68445940160889e-17
for the surface,8.673617379884035e-17
puck to,8.673617379884035e-17
resistance compared to,8.651933336434325e-17
resistance compared,8.651933336434325e-17
far distance,8.608565249534905e-17
the dresser surface,8.586881206085195e-17
common misconception,8.586881206085195e-17
dresser surface,8.586881206085195e-17
likely,8.565197162635485e-17
encounter,8.551644635479416e-17
of the puck,8.551644635479416e-17
encounter more,8.551644635479416e-17
as the puck,8.551644635479416e-17
construction,8.543513119185775e-17
racetrack,8.543513119185775e-17
than jimbo,8.500145032286355e-17
it is the,8.500145032286355e-17
experienced,8.478460988836645e-17
that generates less,8.413408858487514e-17
that generates,8.413408858487514e-17
generates less heat,8.413408858487514e-17
generates less,8.413408858487514e-17
the plastic,8.380882793312949e-17
the plastic ball,8.380882793312949e-17
plastic,8.380882793312949e-17
plastic ball,8.380882793312949e-17
weaker,8.370040771588094e-17
smoother surface,8.370040771588094e-17
means that,8.283304597789254e-17
not break,8.261620554339544e-17
by the,8.261620554339544e-17
less heat,8.239936510889834e-17
surface of the,8.239936510889834e-17
two,8.239936510889834e-17
surface of,8.239936510889834e-17
generate,8.239936510889834e-17
likely due to,8.218252467440124e-17
likely due,8.218252467440124e-17
is likely due,8.218252467440124e-17
is an,8.196568423990414e-17
true for the,8.196568423990414e-17
movement,8.196568423990414e-17
is because friction,8.153200337090993e-17
therefore it is,8.153200337090993e-17
because friction,8.153200337090993e-17
appears,8.153200337090993e-17
where the,8.153200337090993e-17
which is,8.153200337090993e-17
thrusting,8.142358315366138e-17
mona is,8.131516293641283e-17
that mona is,8.131516293641283e-17
mona,8.131516293641283e-17
that mona,8.131516293641283e-17
to accelerate,8.066464163292153e-17
slow,8.055622141567298e-17
far on,8.055622141567298e-17
implying that,8.044780119842443e-17
implying,8.044780119842443e-17
floor has more,8.023096076392733e-17
objects that,8.023096076392733e-17
objects that are,8.023096076392733e-17
motion of the,8.023096076392733e-17
the throwing star,8.00683304380545e-17
the throwing,8.00683304380545e-17
wet floor has,8.001412032943023e-17
the object,7.995991022080595e-17
object that,7.979727989493313e-17
object that is,7.979727989493313e-17
the object that,7.979727989493313e-17
smaller,7.979727989493313e-17
them to,7.936359902593892e-17
has less resistance,7.914675859144182e-17
on the racetrack,7.914675859144182e-17
slow down,7.892991815694472e-17
and the,7.892991815694472e-17
tommy to,7.882149793969617e-17
that are,7.871307772244762e-17
compared to jimbo,7.849623728795052e-17
means that the,7.849623728795052e-17
to jimbo,7.849623728795052e-17
strength compared to,7.849623728795052e-17
less strength compared,7.849623728795052e-17
less strength,7.849623728795052e-17
has less strength,7.849623728795052e-17
it to,7.849623728795052e-17
strength compared,7.849623728795052e-17
true for,7.827939685345342e-17
but the question,7.779150587583494e-17
speed the question,7.762887554996212e-17
the ball as,7.762887554996212e-17
dresser surface will,7.762887554996212e-17
generates,7.762887554996212e-17
speed as,7.752045533271357e-17
slipped,7.741203511546502e-17
wet floor indicating,7.741203511546502e-17
on the wet,7.741203511546502e-17
slipped and fell,7.741203511546502e-17
slipped and,7.741203511546502e-17
top speed therefore,7.741203511546502e-17
and fell,7.741203511546502e-17
states that tommy,7.741203511546502e-17
fell on the,7.741203511546502e-17
that tommy,7.741203511546502e-17
and fell on,7.741203511546502e-17
surface allows,7.719519468096792e-17
contrast,7.676151381197371e-17
that the yogurt,7.659888348610089e-17
far on the,7.643625316022806e-17
slushy lake,7.632783294297951e-17
slushy,7.632783294297951e-17
object,7.546047120499111e-17
would not be,7.546047120499111e-17
and fall,7.546047120499111e-17
while,7.540626109636683e-17
into,7.502679033599691e-17
the ball farther,7.502679033599691e-17
motorcycle to,7.467442462993912e-17
motorcycle to move,7.467442462993912e-17
the motorcycle to,7.467442462993912e-17
misinterpretation,7.464731957562698e-17
likely to throw,7.45931094670027e-17
generate more,7.45931094670027e-17
between,7.45931094670027e-17
likely that,7.45931094670027e-17
the reality is,7.41594285980085e-17
reality is,7.41594285980085e-17
but the reality,7.41594285980085e-17
the reality,7.41594285980085e-17
reality is that,7.41594285980085e-17
implies,7.405100838075995e-17
of common,7.383416794626285e-17
result of common,7.383416794626285e-17
bread,7.296680620827445e-17
the two,7.28583859910259e-17
weaker than,7.28583859910259e-17
the rougher surface,7.24247051220317e-17
one,7.24247051220317e-17
mary is,7.22078646875346e-17
might be,7.217398336964442e-17
allowing the motorcycle,7.201812930734963e-17
appear smaller than,7.19910242530375e-17
put,7.19910242530375e-17
appears smaller than,7.19910242530375e-17
that mary has,7.155734338404329e-17
mary has,7.155734338404329e-17
resistance to,7.134050294954619e-17
resistance to the,7.134050294954619e-17
is the correct,7.112366251504909e-17
surface with less,7.112366251504909e-17
with less friction,7.112366251504909e-17
implies that she,7.112366251504909e-17
tommy slipped and,7.101524229780054e-17
tommy slipped,7.101524229780054e-17
that tommy slipped,7.101524229780054e-17
less resistance therefore,7.090682208055199e-17
surface therefore,7.068998164605489e-17
surface with,7.025630077706069e-17
of the question,7.003946034256359e-17
the bacon,7.003946034256359e-17
as it,7.003946034256359e-17
the snow,7.003946034256359e-17
this question,6.982261990806649e-17
dimmer in comparison,6.982261990806649e-17
dimmer in,6.982261990806649e-17
smaller in comparison,6.971419969081794e-17
greater distance from,6.971419969081794e-17
the mountain appears,6.971419969081794e-17
mountain appears,6.971419969081794e-17
than the skyscraper,6.971419969081794e-17
mountain appears smaller,6.971419969081794e-17
to bill this,6.971419969081794e-17
distance from bill,6.971419969081794e-17
bill this,6.971419969081794e-17
to bill,6.971419969081794e-17
she has,6.938893903907228e-17
the,6.938893903907228e-17
the frozen,6.928051882182373e-17
the frozen lake,6.928051882182373e-17
more resistance compared,6.917209860457518e-17
the floor,6.895525817007808e-17
top speed the,6.873841773558098e-17
this is due,6.852157730108388e-17
floor has,6.852157730108388e-17
that she has,6.852157730108388e-17
able to move,6.808789643208968e-17
allow the,6.808789643208968e-17
to reach,6.776263578034403e-17
body,6.765421556309548e-17
surface offers,6.765421556309548e-17
surface offers less,6.765421556309548e-17
misinterpretation of,6.754579534584693e-17
information,6.700369425960417e-17
than the slushy,6.69494841509799e-17
allow,6.678685382510707e-17
to experience,6.678685382510707e-17
down,6.646159317336142e-17
smoothly,6.635317295611287e-17
create,6.635317295611287e-17
cause less,6.624475273886432e-17
would cause less,6.624475273886432e-17
she has less,6.613633252161577e-17
shot,6.591949208711867e-17
the shot put,6.591949208711867e-17
the question phrasing,6.591949208711867e-17
is due to,6.591949208711867e-17
shot put,6.591949208711867e-17
which would cause,6.591949208711867e-17
is due,6.591949208711867e-17
the shot,6.591949208711867e-17
poster,6.548581121812447e-17
is sweating,6.526897078362737e-17
book,6.526897078362737e-17
reading book,6.526897078362737e-17
is sweating less,6.526897078362737e-17
reading,6.526897078362737e-17
sweating less,6.526897078362737e-17
but the,6.505213034913027e-17
street light,6.505213034913027e-17
bits of,6.483528991463317e-17
of rock sticking,6.483528991463317e-17
of rock,6.483528991463317e-17
rock,6.483528991463317e-17
out of,6.483528991463317e-17
bits,6.483528991463317e-17
small bits,6.483528991463317e-17
rock sticking out,6.483528991463317e-17
small bits of,6.483528991463317e-17
see small bits,6.483528991463317e-17
rock sticking,6.483528991463317e-17
see small,6.483528991463317e-17
sticking out of,6.483528991463317e-17
see,6.483528991463317e-17
bits of rock,6.483528991463317e-17
sticking,6.483528991463317e-17
sticking out,6.483528991463317e-17
to the dirt,6.479463233316496e-17
as it is,6.472686969738461e-17
objects,6.461844948013606e-17
less resistance on,6.456423937151179e-17
path is,6.440160904563896e-17
surface which means,6.418476861114186e-17
friction allows,6.418476861114186e-17
higher speed,6.418476861114186e-17
to the motion,6.418476861114186e-17
friction allows an,6.418476861114186e-17
higher speed therefore,6.418476861114186e-17
less resistance to,6.418476861114186e-17
less friction allows,6.418476861114186e-17
object to move,6.418476861114186e-17
allows an,6.418476861114186e-17
is thrust into,6.418476861114186e-17
reach higher speed,6.418476861114186e-17
motion and surface,6.418476861114186e-17
of the pants,6.418476861114186e-17
is thrust,6.418476861114186e-17
allows an object,6.418476861114186e-17
with,6.418476861114186e-17
it is thrust,6.418476861114186e-17
misleading,6.396792817664476e-17
is weaker,6.396792817664476e-17
common misinterpretation,6.394082312233262e-17
surface would cause,6.361217433879796e-17
motion and,6.353424730765056e-17
friction opposes motion,6.353424730765056e-17
friction opposes,6.353424730765056e-17
opposes motion and,6.353424730765056e-17
experience,6.348003719902628e-17
states that thrusting,6.342582709040201e-17
makes,6.310056643865636e-17
frictional force,6.288372600415926e-17
has lower,6.288372600415926e-17
yogurt surface allows,6.288372600415926e-17
therefore the yogurt,6.288372600415926e-17
frictional,6.288372600415926e-17
allows the throwing,6.288372600415926e-17
to accelerate more,6.288372600415926e-17
the yogurt has,6.288372600415926e-17
has lower frictional,6.288372600415926e-17
yogurt has lower,6.288372600415926e-17
accelerate more,6.288372600415926e-17
accelerate more easily,6.288372600415926e-17
yogurt has,6.288372600415926e-17
surface allows the,6.288372600415926e-17
lower frictional force,6.288372600415926e-17
lower frictional,6.288372600415926e-17
star to accelerate,6.288372600415926e-17
has more resistance,6.266688556966216e-17
floor would cause,6.266688556966216e-17
concrete which,6.266688556966216e-17
surface the smoother,6.266688556966216e-17
cause less friction,6.266688556966216e-17
floor would result,6.266688556966216e-17
concrete which would,6.266688556966216e-17
than the chandelier,6.245004513516506e-17
for the ball,6.245004513516506e-17
and surface,6.223320470066795e-17
contrast the smoother,6.223320470066795e-17
and surface with,6.223320470066795e-17
the street light,6.201636426617085e-17
higher top speed,6.201636426617085e-17
higher top,6.201636426617085e-17
only,6.201636426617085e-17
tearing,6.179952383167375e-17
been,6.16911036144252e-17
lot,6.158268339717665e-17
and cause,6.158268339717665e-17
ryan,6.114900252818245e-17
why the answer,6.114900252818245e-17
dirt path is,6.114900252818245e-17
slip,6.098637220230962e-17
to slip,6.098637220230962e-17
driveway which,6.087795198506107e-17
paved driveway which,6.087795198506107e-17
about,6.08237418764368e-17
has always,6.071532165918825e-17
been weaker,6.071532165918825e-17
been weaker than,6.071532165918825e-17
sliding,6.071532165918825e-17
always been,6.071532165918825e-17
always been weaker,6.071532165918825e-17
mary has always,6.071532165918825e-17
weaker than jimbo,6.071532165918825e-17
has always been,6.071532165918825e-17
opposes motion,6.06069014419397e-17
opposes,6.06069014419397e-17
floor therefore,6.049848122469115e-17
the skateboard rider,6.049848122469115e-17
rider,6.049848122469115e-17
skateboard rider,6.049848122469115e-17
soldier,5.984795992119984e-17
is more friction,5.963111948670274e-17
more resistance while,5.946848916082992e-17
this is likely,5.941427905220564e-17
might,5.919743861770854e-17
because friction opposes,5.908901840045999e-17
resistance therefore,5.898059818321144e-17
asks,5.898059818321144e-17
the question asks,5.898059818321144e-17
question asks,5.898059818321144e-17
riding the,5.865533753146579e-17
creates,5.849270720559296e-17
farther distance,5.833007687972014e-17
small,5.833007687972014e-17
ball farther distance,5.833007687972014e-17
the result,5.795060611935021e-17
is the result,5.795060611935021e-17
that mary is,5.795060611935021e-17
the result of,5.795060611935021e-17
can actually,5.789639601072594e-17
result of,5.789639601072594e-17
can actually create,5.789639601072594e-17
actually create more,5.789639601072594e-17
actually create,5.789639601072594e-17
friction between,5.789639601072594e-17
friction between the,5.789639601072594e-17
to roll,5.746271514173174e-17
create more,5.740850503310746e-17
the surface that,5.724587470723463e-17
states,5.724587470723463e-17
common misinterpretation of,5.716455954429822e-17
fact that wet,5.713745448998608e-17
resistance causing tommy,5.713745448998608e-17
floor allows,5.713745448998608e-17
more slippery,5.713745448998608e-17
more slippery which,5.713745448998608e-17
floor allows for,5.713745448998608e-17
friction and resistance,5.713745448998608e-17
and resistance causing,5.713745448998608e-17
that wet,5.713745448998608e-17
contrast the smooth,5.713745448998608e-17
and resistance,5.713745448998608e-17
fall in,5.713745448998608e-17
and fall in,5.713745448998608e-17
fall in contrast,5.713745448998608e-17
slip and,5.713745448998608e-17
tend to be,5.713745448998608e-17
marble floor this,5.713745448998608e-17
to slip and,5.713745448998608e-17
that wet surfaces,5.713745448998608e-17
the smooth marble,5.713745448998608e-17
slip and fall,5.713745448998608e-17
slippery,5.713745448998608e-17
movement with less,5.713745448998608e-17
movement with,5.713745448998608e-17
slippery which,5.713745448998608e-17
movement the answer,5.713745448998608e-17
movement the,5.713745448998608e-17
slippery which creates,5.713745448998608e-17
wet surfaces,5.713745448998608e-17
wet surfaces tend,5.713745448998608e-17
marble floor allows,5.713745448998608e-17
resistance causing,5.713745448998608e-17
tommy to slip,5.713745448998608e-17
tommy movement compared,5.713745448998608e-17
causing tommy to,5.713745448998608e-17
with less resistance,5.713745448998608e-17
be more slippery,5.713745448998608e-17
easier movement with,5.713745448998608e-17
movement compared to,5.713745448998608e-17
tommy movement the,5.713745448998608e-17
causing tommy,5.713745448998608e-17
smooth marble floor,5.713745448998608e-17
movement compared,5.713745448998608e-17
smooth marble,5.713745448998608e-17
marble floor therefore,5.713745448998608e-17
puck appear,5.706969185420574e-17
description in reality,5.706969185420574e-17
resistance for,5.706969185420574e-17
puck appear smoother,5.706969185420574e-17
description in,5.706969185420574e-17
puck description in,5.706969185420574e-17
resistance for the,5.706969185420574e-17
sliding on it,5.706969185420574e-17
encounter more friction,5.706969185420574e-17
puck may,5.706969185420574e-17
resistance while sliding,5.706969185420574e-17
reality rougher,5.706969185420574e-17
puck may encounter,5.706969185420574e-17
smoother this misconception,5.706969185420574e-17
reality rougher surface,5.706969185420574e-17
rougher surface can,5.706969185420574e-17
puck to move,5.706969185420574e-17
surface can actually,5.706969185420574e-17
friction or resistance,5.706969185420574e-17
the puck appear,5.706969185420574e-17
smoother this,5.706969185420574e-17
or resistance,5.706969185420574e-17
or resistance while,5.706969185420574e-17
the puck may,5.706969185420574e-17
from bill,5.702903427273753e-17
create more resistance,5.697482416411326e-17
floor therefore the,5.670377362099188e-17
that thrusting,5.648693318649478e-17
states that mary,5.637851296924623e-17
this is,5.637851296924623e-17
answer as it,5.616167253474913e-17
correct answer as,5.616167253474913e-17
answer as,5.616167253474913e-17
faster on the,5.605325231750058e-17
faster on,5.605325231750058e-17
yogurt,5.605325231750058e-17
assume that the,5.594483210025203e-17
observer,5.594483210025203e-17
dirt path indicating,5.594483210025203e-17
smoothness of,5.583641188300348e-17
smoothness of the,5.583641188300348e-17
the smoothness of,5.583641188300348e-17
true the,5.580930682869134e-17
distance than,5.572799166575493e-17
always,5.572799166575493e-17
which creates more,5.55653613398821e-17
creates more,5.55653613398821e-17
creates more friction,5.55653613398821e-17
which creates,5.55653613398821e-17
cream truck,5.551115123125783e-17
ice cream truck,5.551115123125783e-17
the ice cream,5.551115123125783e-17
cream,5.551115123125783e-17
will cause,5.551115123125783e-17
ice cream,5.551115123125783e-17
experiences more resistance,5.5429836068321414e-17
conserve energy and,5.5077470362263625e-17
body to,5.5077470362263625e-17
conserve energy,5.5077470362263625e-17
to conserve energy,5.5077470362263625e-17
conserve,5.5077470362263625e-17
to conserve,5.5077470362263625e-17
body to sweat,5.5077470362263625e-17
energy and not,5.5077470362263625e-17
and not,5.5077470362263625e-17
the body,5.5077470362263625e-17
the body to,5.5077470362263625e-17
activity that,5.5077470362263625e-17
weight,5.4860629927766524e-17
that this question,5.4752209710517974e-17
to sweat,5.4643789493269423e-17
to tearing,5.442694905877232e-17
the difference,5.42643187328995e-17
rougher surface of,5.421010862427522e-17
and is,5.421010862427522e-17
they fall to,5.4074583352714534e-17
they fall,5.4074583352714534e-17
when they fall,5.4074583352714534e-17
than the paper,5.4074583352714534e-17
sheets of paper,5.4074583352714534e-17
sheets of,5.4074583352714534e-17
that the glass,5.4074583352714534e-17
sheets,5.4074583352714534e-17
the glass will,5.4074583352714534e-17
glass will,5.4074583352714534e-17
glass will be,5.4074583352714534e-17
when they,5.4074583352714534e-17
star,5.403392577124633e-17
rather than,5.399326818977812e-17
path indicating,5.399326818977812e-17
path indicating that,5.399326818977812e-17
the observer,5.377642775528102e-17
