feature,importance
arguing that,1.0103029524088924e-15
been charged,9.992007221626409e-16
in 2007,9.94343496429906e-16
atlanta,9.908740494779523e-16
was arrested in,9.825473767932635e-16
he,9.797718192317006e-16
and will be,9.769962616701378e-16
struggled with,9.68669588985449e-16
the wta tour,9.658940314238861e-16
percentage,9.658940314238861e-16
party,9.658940314238861e-16
working with,9.603429163007604e-16
stand,9.603429163007604e-16
headed,9.547918011776346e-16
is reportedly,9.547918011776346e-16
become the,9.547918011776346e-16
guilty of,9.534040223968532e-16
manager of,9.530570777016578e-16
involved,9.49240686054509e-16
aid the,9.49240686054509e-16
genocide,9.46465128492946e-16
revealed,9.43689570931383e-16
to withdraw,9.43689570931383e-16
the passengers,9.402201239794294e-16
particularly,9.325873406851315e-16
remain,9.325873406851315e-16
convicted,9.270362255620057e-16
regret,9.242606680004427e-16
that,9.232198339148568e-16
venezuela,9.166278847061448e-16
previous,9.159339953157541e-16
the government has,9.159339953157541e-16
former world,9.141992718397773e-16
to do,9.103828801926283e-16
families,9.103828801926283e-16
charged with,9.103828801926283e-16
letter,9.048317650695026e-16
game,8.992806499463768e-16
up,8.992806499463768e-16
babies,8.881784197001252e-16
without,8.881784197001252e-16
that the,8.881784197001252e-16
job,8.826273045769995e-16
has had,8.826273045769995e-16
here is,8.810660534486203e-16
here is summary,8.810660534486203e-16
here,8.810660534486203e-16
to not,8.770761894538737e-16
satellite,8.743006318923108e-16
the loss of,8.680556273787942e-16
galante,8.659739592076221e-16
tour of,8.64412708079243e-16
securing,8.6319840164605925e-16
financial,8.604228440844963e-16
found guilty of,8.604228440844963e-16
the war,8.576472865229334e-16
art,8.555656183517612e-16
reported that,8.548717289613706e-16
husband,8.493206138382448e-16
decide,8.493206138382448e-16
married,8.493206138382448e-16
barcelona,8.437694987151189e-16
frontier,8.437694987151189e-16
began,8.437694987151189e-16
it to,8.437694987151189e-16
has,8.437694987151189e-16
not yet,8.437694987151189e-16
article,8.409939411535561e-16
cause,8.382183835919932e-16
feet,8.326672684688674e-16
has risen,8.326672684688674e-16
which was,8.326672684688674e-16
relations,8.326672684688674e-16
continue to,8.326672684688674e-16
far,8.326672684688674e-16
will now,8.298917109073045e-16
has killed,8.298917109073045e-16
winning,8.271161533457416e-16
expressed concerns about,8.243405957841787e-16
months,8.215650382226159e-16
trafficking,8.215650382226159e-16
authorities are investigating,8.215650382226159e-16
situation in,8.208711488322251e-16
expressed confidence in,8.187894806610529e-16
expressed confidence,8.187894806610529e-16
primarily,8.1601392309949e-16
the attack,8.1601392309949e-16
goals,8.1601392309949e-16
alongside,8.1601392309949e-16
the national,8.1601392309949e-16
seeing,8.132383655379272e-16
weekend,8.132383655379272e-16
vote,8.125444761475364e-16
with,8.10636280323962e-16
himself,8.104628079763643e-16
ordered the,8.104628079763643e-16
mentioned,8.104628079763643e-16
series of,8.104628079763643e-16
were found to,8.049116928532385e-16
hotel room,8.049116928532385e-16
on monday,8.007483565108942e-16
legal,7.993605777301127e-16
underwater,7.993605777301127e-16
tuesday,7.993605777301127e-16
fan,7.993605777301127e-16
interviewed,7.993605777301127e-16
expected,7.993605777301127e-16
prices,7.965850201685498e-16
enough,7.93809462606987e-16
has caused,7.913808497406194e-16
which has,7.896461262646426e-16
smuggling,7.882583474838611e-16
allegedly,7.882583474838611e-16
miss,7.882583474838611e-16
to concerns,7.854827899222983e-16
died at,7.854827899222983e-16
been in,7.827072323607353e-16
birth,7.827072323607353e-16
oversee,7.799316747991725e-16
democracy,7.792377854087817e-16
sanford,7.771561172376096e-16
seeking to,7.771561172376096e-16
meanwhile,7.771561172376096e-16
inspired by,7.743805596760466e-16
say,7.729927808952653e-16
there,7.716050021144838e-16
users,7.716050021144838e-16
emphasizes the,7.674416657721394e-16
that they,7.660538869913581e-16
heard,7.632783294297951e-16
patients,7.618905506490137e-16
hope that,7.53563877964325e-16
transportation,7.521760991835436e-16
that there,7.494005416219807e-16
other countries,7.494005416219807e-16
obama has,7.466249840604177e-16
boats and,7.466249840604177e-16
being,7.438494264988549e-16
crimes,7.438494264988549e-16
felt,7.438494264988549e-16
case is,7.438494264988549e-16
want to,7.438494264988549e-16
generate,7.438494264988549e-16
in recent,7.438494264988549e-16
murder the,7.424616477180734e-16
least,7.382983113757291e-16
working,7.355227538141662e-16
compete in the,7.355227538141662e-16
it is,7.355227538141662e-16
but were,7.341349750333847e-16
planning to,7.32920668600201e-16
sealed,7.327471962526033e-16
for being,7.327471962526033e-16
released on,7.327471962526033e-16
match with,7.327471962526033e-16
berlin,7.327471962526033e-16
app,7.299716386910404e-16
group,7.271960811294775e-16
outcome,7.271960811294775e-16
chen,7.271960811294775e-16
was no,7.244205235679147e-16
the un,7.244205235679147e-16
their first,7.244205235679147e-16
goal in the,7.216449660063518e-16
community,7.216449660063518e-16
times,7.188694084447888e-16
events and,7.188694084447888e-16
judges,7.169612126212144e-16
harrison,7.16093850883226e-16
magazine,7.16093850883226e-16
threatening,7.16093850883226e-16
airports,7.16093850883226e-16
the berlin,7.153999614928352e-16
also expressed,7.150530167976399e-16
the need,7.105427357601002e-16
newborn,7.105427357601002e-16
scored the,7.105427357601002e-16
violence and,7.105427357601002e-16
man,7.105427357601002e-16
assaulted,7.077671781985373e-16
factor,7.068998164605489e-16
allowing,7.049916206369744e-16
also includes,7.022160630754115e-16
at the top,6.994405055138486e-16
the case is,6.994405055138486e-16
two american,6.994405055138486e-16
to participate,6.973588373426765e-16
day,6.966649479522858e-16
relationship,6.938893903907228e-16
which have been,6.938893903907228e-16
hundreds,6.938893903907228e-16
regions,6.938893903907228e-16
is summary,6.92154666914746e-16
is summary of,6.92154666914746e-16
million the,6.911138328291599e-16
mentions that,6.883382752675971e-16
added,6.883382752675971e-16
age of,6.883382752675971e-16
the age of,6.883382752675971e-16
state,6.855627177060341e-16
severe,6.855627177060341e-16
carried,6.855627177060341e-16
time of the,6.827871601444713e-16
of red,6.827871601444713e-16
song,6.827871601444713e-16
she was,6.805320196257014e-16
claimed,6.800116025829084e-16
stores,6.800116025829084e-16
the indian,6.786238238021269e-16
renewed,6.786238238021269e-16
huckaby,6.7723604502134545e-16
bombing,6.7723604502134545e-16
schedule,6.7723604502134545e-16
was on,6.7723604502134545e-16
20,6.744604874597826e-16
incident the,6.730727086790012e-16
the english premier,6.716849298982197e-16
ashtiani,6.716849298982197e-16
out,6.702971511174382e-16
honor,6.689093723366569e-16
plea,6.661338147750939e-16
recall,6.661338147750939e-16
and they,6.661338147750939e-16
discusses the,6.661338147750939e-16
monitor,6.63358257213531e-16
world,6.63358257213531e-16
man named,6.605826996519682e-16
attributed to,6.605826996519682e-16
option,6.578071420904052e-16
watson,6.550315845288424e-16
are investigating the,6.550315845288424e-16
is set to,6.550315845288424e-16
the park,6.550315845288424e-16
medal,6.550315845288424e-16
trial,6.543376951384516e-16
every,6.522560269672795e-16
has been accused,6.494804694057165e-16
suspected of,6.494804694057165e-16
faa,6.494804694057165e-16
toyota,6.494804694057165e-16
performance in,6.494804694057165e-16
underwent,6.494804694057165e-16
ability to,6.494804694057165e-16
girl,6.467049118441537e-16
pilot,6.439293542825908e-16
album,6.439293542825908e-16
and water,6.439293542825908e-16
groups the,6.439293542825908e-16
intention,6.439293542825908e-16
syrian,6.411537967210279e-16
the aftermath of,6.397660179402465e-16
the aftermath,6.397660179402465e-16
iran,6.38378239159465e-16
in 2005,6.38378239159465e-16
to,6.38378239159465e-16
came,6.38378239159465e-16
passengers were,6.38378239159465e-16
commit,6.362965709882929e-16
ban,6.356026815979021e-16
boxer,6.342149028171207e-16
area where,6.342149028171207e-16
elizabeth,6.328271240363392e-16
and prevent,6.328271240363392e-16
drugs,6.328271240363392e-16
rivals,6.328271240363392e-16
woman who,6.328271240363392e-16
discovered,6.328271240363392e-16
djokovic in the,6.314393452555578e-16
djokovic in,6.314393452555578e-16
were rescued,6.300515664747763e-16
the province,6.300515664747763e-16
have arrested,6.272760089132135e-16
consumers,6.272760089132135e-16
suspects,6.272760089132135e-16
brought to,6.245004513516506e-16
10 000,6.242402428302541e-16
airbus,6.231126725708691e-16
been responsible for,6.231126725708691e-16
with the goal,6.231126725708691e-16
positions,6.217248937900876e-16
participate in the,6.217248937900876e-16
the event,6.217248937900876e-16
is set,6.217248937900876e-16
thunderstorm,6.217248937900876e-16
this season,6.217248937900876e-16
prime,6.217248937900876e-16
government is,6.210310043996969e-16
how,6.203371150093063e-16
medical,6.201636426617085e-16
the fifth,6.189493362285248e-16
taliban has,6.161737786669619e-16
the taliban has,6.161737786669619e-16
mayor,6.161737786669619e-16
vice president,6.161737786669619e-16
has left,6.161737786669619e-16
meeting,6.161737786669619e-16
tour,6.161737786669619e-16
the social,6.161737786669619e-16
died from,6.161737786669619e-16
to set,6.154798892765712e-16
bashir,6.13398221105399e-16
older,6.120104423246176e-16
hours,6.106226635438361e-16
michael jackson,6.106226635438361e-16
informed,6.106226635438361e-16
quake,6.106226635438361e-16
free,6.106226635438361e-16
squash,6.106226635438361e-16
served,6.106226635438361e-16
change in,6.106226635438361e-16
and that he,6.099287741534454e-16
is not,6.064593272014918e-16
hit,6.050715484207103e-16
was shot,6.050715484207103e-16
improving,6.050715484207103e-16
began after,6.050715484207103e-16
of thousands of,6.050715484207103e-16
gratitude for,6.050715484207103e-16
that while,6.050715484207103e-16
included,6.050715484207103e-16
their new,6.009082120783659e-16
after the,5.995204332975846e-16
kaka,5.995204332975846e-16
followed,5.995204332975846e-16
church,5.995204332975846e-16
ceo,5.995204332975846e-16
tendulkar,5.995204332975846e-16
killed over,5.981326545168031e-16
city with,5.967448757360216e-16
time to,5.939693181744587e-16
to combat,5.939693181744587e-16
the children,5.939693181744587e-16
sorority,5.939693181744587e-16
october,5.939693181744587e-16
various,5.884182030513329e-16
at airports,5.884182030513329e-16
opposition,5.884182030513329e-16
but the,5.884182030513329e-16
initiative,5.884182030513329e-16
part of larger,5.877243136609423e-16
titles,5.870304242705515e-16
has resulted,5.870304242705515e-16
has resulted in,5.870304242705515e-16
review,5.856426454897701e-16
sharapova,5.835609773185979e-16
nemanja vidic,5.828670879282072e-16
compete in,5.828670879282072e-16
madoff,5.828670879282072e-16
family,5.828670879282072e-16
training,5.828670879282072e-16
and using,5.828670879282072e-16
it was,5.828670879282072e-16
nemanja,5.828670879282072e-16
attempts,5.814793091474257e-16
case has,5.814793091474257e-16
of state,5.787037515858629e-16
opportunities,5.787037515858629e-16
safety,5.773159728050814e-16
also mentioned that,5.773159728050814e-16
ghana,5.773159728050814e-16
include,5.773159728050814e-16
delayed due to,5.773159728050814e-16
delayed due,5.773159728050814e-16
emphasizes the importance,5.752343046339093e-16
york city,5.745404152435185e-16
new york city,5.745404152435185e-16
the population,5.717648576819557e-16
to be,5.703770789011742e-16
uruguay,5.689893001203927e-16
chosen,5.689893001203927e-16
potentially,5.689893001203927e-16
2020,5.676015213396113e-16
of the season,5.676015213396113e-16
trial in,5.662137425588298e-16
often,5.662137425588298e-16
in the country,5.662137425588298e-16
frank,5.648259637780484e-16
hussein,5.63438184997267e-16
new coach,5.63438184997267e-16
di,5.63438184997267e-16
with at,5.60662627435704e-16
golfer,5.60662627435704e-16
photos,5.60662627435704e-16
conducting,5.60662627435704e-16
remains optimistic about,5.592748486549226e-16
five years,5.585809592645319e-16
guns,5.578870698741412e-16
for the support,5.578870698741412e-16
fight against,5.571931804837504e-16
trillanes,5.564992910933597e-16
formula one,5.551115123125783e-16
could be,5.551115123125783e-16
in his,5.551115123125783e-16
details,5.551115123125783e-16
2003 and,5.551115123125783e-16
150,5.551115123125783e-16
aim,5.551115123125783e-16
sentenced,5.551115123125783e-16
other matches,5.537237335317968e-16
dubai,5.523359547510153e-16
round,5.523359547510153e-16
80,5.523359547510153e-16
failed to,5.499940780584467e-16
louis,5.499073418846478e-16
time since,5.495603971894525e-16
fernando,5.495603971894525e-16
rogers,5.467848396278896e-16
of india,5.467848396278896e-16
of 10,5.440092820663267e-16
the launch,5.440092820663267e-16
but he,5.440092820663267e-16
43,5.440092820663267e-16
him,5.440092820663267e-16
vowed to,5.440092820663267e-16
spain,5.440092820663267e-16
acknowledging,5.440092820663267e-16
fighting,5.426215032855453e-16
sales,5.412337245047638e-16
misconduct,5.412337245047638e-16
000 by the,5.405398351143731e-16
000 by,5.405398351143731e-16
is being,5.398459457239823e-16
result in,5.384581669432009e-16
whether to,5.384581669432009e-16
federal,5.384581669432009e-16
is attributed,5.384581669432009e-16
their,5.384581669432009e-16
is attributed to,5.384581669432009e-16
espanyol,5.384581669432009e-16
in the united,5.384581669432009e-16
to win,5.384581669432009e-16
refugees,5.384581669432009e-16
effort,5.370703881624195e-16
goal for,5.3568260938163805e-16
saying that,5.3568260938163805e-16
important,5.3568260938163805e-16
the second,5.353356646864427e-16
atp,5.342948306008566e-16
naval,5.342948306008566e-16
will continue to,5.329070518200751e-16
to the united,5.329070518200751e-16
been,5.329070518200751e-16
votes,5.329070518200751e-16
manchester,5.329070518200751e-16
has received,5.329070518200751e-16
the alleged,5.329070518200751e-16
result,5.329070518200751e-16
and have,5.329070518200751e-16
professional,5.329070518200751e-16
claims he,5.329070518200751e-16
the united states,5.329070518200751e-16
united states,5.329070518200751e-16
which aims,5.301314942585123e-16
episode,5.301314942585123e-16
which aims to,5.301314942585123e-16
car bombing,5.301314942585123e-16
in april,5.292641325205239e-16
has decided,5.287437154777308e-16
neck,5.273559366969494e-16
minister of,5.273559366969494e-16
support,5.273559366969494e-16
roles,5.273559366969494e-16
emissions,5.273559366969494e-16
williams,5.273559366969494e-16
player in,5.273559366969494e-16
mexican president,5.245803791353864e-16
mexican president felipe,5.245803791353864e-16
kosovo,5.245803791353864e-16
requiring,5.238864897449957e-16
works,5.231926003546051e-16
were injured,5.218048215738236e-16
time of,5.218048215738236e-16
have increased,5.204170427930421e-16
the leader of,5.204170427930421e-16
value,5.197231534026514e-16
his actions,5.190292640122607e-16
of corruption,5.190292640122607e-16
trials,5.162537064506978e-16
awareness about,5.162537064506978e-16
wins,5.162537064506978e-16
in los,5.162537064506978e-16
to come,5.162537064506978e-16
nurse,5.162537064506978e-16
the peace,5.162537064506978e-16
in los angeles,5.162537064506978e-16
side of,5.134781488891349e-16
that he,5.134781488891349e-16
the deaths,5.134781488891349e-16
the first,5.10702591327572e-16
states the,5.10702591327572e-16
of,5.10702591327572e-16
her family,5.10702591327572e-16
off,5.10702591327572e-16
participants,5.10702591327572e-16
management,5.10702591327572e-16
move,5.10702591327572e-16
red,5.10702591327572e-16
and have been,5.10702591327572e-16
to return to,5.10702591327572e-16
director,5.10702591327572e-16
rooney,5.082739784612045e-16
has rejected,5.079270337660091e-16
above,5.079270337660091e-16
to protect,5.079270337660091e-16
to life,5.051514762044462e-16
new year,5.051514762044462e-16
played in,5.051514762044462e-16
circuit,5.051514762044462e-16
injuries to,5.037636974236647e-16
reforms,5.030698080332741e-16
the previous,5.023759186428834e-16
ended,4.996003610813204e-16
online,4.996003610813204e-16
targeted,4.996003610813204e-16
host of,4.996003610813204e-16
initially,4.996003610813204e-16
december,4.996003610813204e-16
win in,4.996003610813204e-16
due to her,4.989064716909298e-16
shot at,4.978656376053436e-16
2nd,4.968248035197575e-16
four points,4.968248035197575e-16
was also,4.968248035197575e-16
alonso,4.961309141293668e-16
total,4.954370247389761e-16
federer in,4.947431353485854e-16
ben,4.940492459581947e-16
surrounding the,4.940492459581947e-16
each,4.940492459581947e-16
people have,4.940492459581947e-16
people,4.940492459581947e-16
impact,4.940492459581947e-16
but it was,4.940492459581947e-16
was sent off,4.940492459581947e-16
selling,4.940492459581947e-16
due to his,4.940492459581947e-16
station,4.940492459581947e-16
and that,4.9127368839663175e-16
crittenton,4.9127368839663175e-16
marine,4.898859096158503e-16
stadium,4.898859096158503e-16
money,4.884981308350689e-16
personal,4.884981308350689e-16
64,4.884981308350689e-16
value of,4.884981308350689e-16
loss,4.884981308350689e-16
and emphasized,4.884981308350689e-16
and reduce,4.884981308350689e-16
the release of,4.871103520542875e-16
industry,4.836409051023338e-16
and four,4.829470157119431e-16
organization,4.829470157119431e-16
calling,4.829470157119431e-16
was not,4.829470157119431e-16
so far,4.829470157119431e-16
dealer,4.829470157119431e-16
but it is,4.829470157119431e-16
taxes,4.829470157119431e-16
president george bush,4.829470157119431e-16
embassy in,4.822531263215524e-16
andy murray,4.812122922359662e-16
world war,4.808653475407709e-16
petty,4.801714581503802e-16
completely,4.801714581503802e-16
nation,4.801714581503802e-16
destination,4.773959005888173e-16
expects,4.773959005888173e-16
executed,4.773959005888173e-16
almost,4.773959005888173e-16
ntsb,4.773959005888173e-16
decided not to,4.773959005888173e-16
decided not,4.773959005888173e-16
2010 world,4.767020111984266e-16
climate change,4.763550665032313e-16
disputed,4.760081218080358e-16
federer,4.760081218080358e-16
with the government,4.758346494604382e-16
stern,4.756611771128405e-16
transfer,4.753142324176451e-16
caused by the,4.746203430272545e-16
canceled,4.746203430272545e-16
airlines,4.746203430272545e-16
par,4.746203430272545e-16
vice,4.746203430272545e-16
no one,4.746203430272545e-16
bringing the,4.73232564246473e-16
the and,4.718447854656915e-16
adebayor,4.718447854656915e-16
coast,4.718447854656915e-16
african,4.718447854656915e-16
set to,4.718447854656915e-16
government has been,4.704570066849101e-16
puts,4.690692279041286e-16
to control,4.690692279041286e-16
to flee,4.690692279041286e-16
reports of,4.690692279041286e-16
this is the,4.690692279041286e-16
earning,4.690692279041286e-16
gold medal,4.690692279041286e-16
economic growth,4.690692279041286e-16
becoming the,4.690692279041286e-16
agent,4.690692279041286e-16
old former,4.662936703425658e-16
he is,4.662936703425658e-16
peru,4.662936703425658e-16
department of,4.662936703425658e-16
garrido,4.662936703425658e-16
investigating the incident,4.662936703425658e-16
the top of,4.662936703425658e-16
50,4.662936703425658e-16
faced,4.662936703425658e-16
year old former,4.662936703425658e-16
and stated that,4.649058915617843e-16
is seeking,4.649058915617843e-16
manuka,4.635181127810028e-16
leading to the,4.635181127810028e-16
lines,4.635181127810028e-16
egypt,4.635181127810028e-16
manuka honey,4.635181127810028e-16
emphasizing,4.635181127810028e-16
abdul,4.635181127810028e-16
electricity,4.635181127810028e-16
over 200,4.621303340002214e-16
activists,4.6074255521944e-16
providing,4.6074255521944e-16
the supreme court,4.6074255521944e-16
reasons,4.6074255521944e-16
66,4.6074255521944e-16
hamas,4.6074255521944e-16
south african,4.6074255521944e-16
members and,4.6074255521944e-16
to the hospital,4.6074255521944e-16
racial,4.6074255521944e-16
this is,4.606341350021915e-16
the university,4.600486658290492e-16
hostages,4.593547764386585e-16
raw,4.593547764386585e-16
that they will,4.586608870482678e-16
donations,4.586608870482678e-16
and held,4.579669976578771e-16
four days,4.579669976578771e-16
was the,4.579669976578771e-16
wta,4.565792188770956e-16
overturned,4.565792188770956e-16
declined,4.555383847915096e-16
in britain,4.551914400963141e-16
most of the,4.551914400963141e-16
killed in the,4.551914400963141e-16
eventually,4.551914400963141e-16
her children,4.551914400963141e-16
about their,4.538036613155328e-16
canada,4.538036613155328e-16
three,4.524158825347513e-16
computer,4.52068937839556e-16
benefits,4.510281037539698e-16
born in,4.496403249731884e-16
expressed frustration with,4.496403249731884e-16
30 years,4.496403249731884e-16
the militants,4.482525461924069e-16
scottish,4.468647674116255e-16
is seeking to,4.468647674116255e-16
days and,4.468647674116255e-16
foundation,4.454769886308441e-16
and its,4.454769886308441e-16
carrying,4.440892098500626e-16
operating,4.440892098500626e-16
adult,4.440892098500626e-16
comeback,4.440892098500626e-16
reduce the,4.440892098500626e-16
moscow,4.440892098500626e-16
band,4.440892098500626e-16
matches,4.440892098500626e-16
left the,4.433953204596719e-16
wikileaks,4.4131365228849973e-16
over million people,4.4131365228849973e-16
has the,4.4131365228849973e-16
murder in,4.4131365228849973e-16
suicide,4.4096670759330434e-16
days,4.3992587350771827e-16
stating that it,4.3992587350771827e-16
runway,4.3853809472693685e-16
south africa,4.3853809472693685e-16
martin,4.3853809472693685e-16
flights,4.3853809472693685e-16
democracy and,4.3853809472693685e-16
brought,4.3853809472693685e-16
expressed interest in,4.3853809472693685e-16
rescue,4.3853809472693685e-16
77,4.3853809472693685e-16
as result,4.3853809472693685e-16
swift,4.3853809472693685e-16
du,4.3853809472693685e-16
expressed interest,4.3853809472693685e-16
billionaire,4.3853809472693685e-16
to an,4.3853809472693685e-16
gas,4.3853809472693685e-16
time,4.3853809472693685e-16
progress in,4.371503159461554e-16
the first set,4.357625371653739e-16
meters,4.357625371653739e-16
first set,4.357625371653739e-16
americans,4.343747583845925e-16
of the french,4.3333392429900643e-16
going,4.3298697960381104e-16
cannavaro,4.3298697960381104e-16
oversee the,4.3298697960381104e-16
tensions,4.3298697960381104e-16
collision,4.3298697960381104e-16
relief,4.3298697960381104e-16
prize,4.3298697960381104e-16
and causing,4.3298697960381104e-16
reagan,4.3298697960381104e-16
expressed concern about,4.309053114326389e-16
who had been,4.305583667374435e-16
nerve,4.3021142204224816e-16
the country with,4.3021142204224816e-16
package,4.3021142204224816e-16
samuel,4.3021142204224816e-16
tevez,4.2951753265185743e-16
comic,4.2951753265185743e-16
to appear in,4.288236432614667e-16
for those,4.283032262186737e-16
cutting,4.28129753871076e-16
corruption in,4.274358644806853e-16
pay,4.274358644806853e-16
immediately,4.274358644806853e-16
and the company,4.274358644806853e-16
april,4.274358644806853e-16
suggests,4.274358644806853e-16
fake,4.274358644806853e-16
was well,4.274358644806853e-16
spot,4.274358644806853e-16
the bill,4.274358644806853e-16
that if,4.274358644806853e-16
iphone,4.274358644806853e-16
of sudan,4.270889197854899e-16
alerted,4.260480856999038e-16
charges the,4.246603069191224e-16
our,4.2361947283353627e-16
surprise,4.2327252813834093e-16
mays,4.2223169405275486e-16
of snow,4.2188474935755947e-16
will be the,4.2188474935755947e-16
success,4.2188474935755947e-16
he also mentioned,4.2188474935755947e-16
privacy,4.211908599671688e-16
fighters,4.191091917959966e-16
atalanta,4.191091917959966e-16
was given,4.191091917959966e-16
the possibility,4.191091917959966e-16
serious,4.191091917959966e-16
ancient,4.191091917959966e-16
dealing,4.191091917959966e-16
mokoena,4.191091917959966e-16
contact with,4.191091917959966e-16
been linked,4.191091917959966e-16
child abuse,4.191091917959966e-16
is no,4.163336342344337e-16
has announced,4.163336342344337e-16
is taking,4.163336342344337e-16
found that,4.163336342344337e-16
world number one,4.163336342344337e-16
appearing,4.163336342344337e-16
deadliest,4.1520606397504877e-16
limited,4.1494585545365224e-16
the injury,4.1425196606326155e-16
defended his,4.1390502136806616e-16
city of,4.135580766728708e-16
the white house,4.135580766728708e-16
as positive,4.135580766728708e-16
seen as positive,4.135580766728708e-16
heavy,4.135580766728708e-16
started,4.1251724258728475e-16
civil war,4.1217029789208936e-16
communication,4.1217029789208936e-16
they can,4.114764085016986e-16
extra,4.1078251911130794e-16
aims,4.1078251911130794e-16
and that the,4.1078251911130794e-16
and the us,4.1078251911130794e-16
measures,4.1078251911130794e-16
years,4.1078251911130794e-16
caused significant,4.1078251911130794e-16
aims to,4.1078251911130794e-16
round of,4.1078251911130794e-16
bond,4.1078251911130794e-16
marked,4.1078251911130794e-16
pakistan,4.1078251911130794e-16
line,4.1078251911130794e-16
mobile,4.1078251911130794e-16
killings,4.1078251911130794e-16
were met with,4.08006961549745e-16
the region the,4.08006961549745e-16
addressing,4.08006961549745e-16
the withdrawal,4.08006961549745e-16
managed,4.08006961549745e-16
main,4.08006961549745e-16
of these,4.0523140398818213e-16
rays,4.0523140398818213e-16
suggests that,4.0523140398818213e-16
economic,4.0523140398818213e-16
to serve,4.0523140398818213e-16
hard,4.0523140398818213e-16
expected to take,4.0523140398818213e-16
is seen,4.0523140398818213e-16
32,4.0523140398818213e-16
suspects were,4.038436252074007e-16
peacekeeping,4.038436252074007e-16
phone,4.0245584642661925e-16
is about,4.0245584642661925e-16
minus,4.013282761672343e-16
seat,4.010680676458378e-16
will join,4.010680676458378e-16
threw,4.0054765060304477e-16
amnesty,4.003741782554471e-16
is an,3.9968028886505636e-16
icc,3.9968028886505636e-16
the senate,3.9968028886505636e-16
attended by,3.9968028886505636e-16
denied,3.9968028886505636e-16
section,3.9968028886505636e-16
vulnerable,3.9968028886505636e-16
physical,3.991598718222633e-16
tiger woods,3.9846598243187257e-16
gorilla,3.982925100842749e-16
alex,3.9759862069388417e-16
transition,3.969047313034935e-16
and played,3.969047313034935e-16
score,3.969047313034935e-16
powers,3.965577866082981e-16
data,3.9621084191310275e-16
suspects are,3.95516952522712e-16
41,3.95516952522712e-16
civilian casualties,3.951700078275167e-16
with many,3.9412917374193055e-16
hilton,3.9412917374193055e-16
government,3.9412917374193055e-16
village,3.9412917374193055e-16
same sex marriage,3.9412917374193055e-16
develop,3.9412917374193055e-16
alberto,3.9412917374193055e-16
sex marriage,3.9412917374193055e-16
in boston,3.9412917374193055e-16
of the text,3.939557013943329e-16
some of the,3.9274139496114914e-16
