id,text,gold_rationale
8-38,"Question: A woman wants to figure out what renewable resources she can use in order to be more environmentally friendly and sufficient. She decides to use all of these resources that are renewable, with the exception of the one nonrenewable, which is
Choices:
A: sunlight
B: aluminium
C: wood
D: water
","The answer is B because aluminium is a metal that is produced from bauxite ore, which is a nonrenewable resource."
7-512,"Question: Cocoon creation occurs
Choices:
A: after the caterpillar stage
B: after the chrysalis stage
C: after the eggs are laid
D: after the cocoon emerging stage
",The answer is A because the caterpillar spins a cocoon to protect itself and to undergo the process of metamorphosis.
353,"Question: Where would animals shiver the most?
Choices:
A: Arctic Circle
B: Sumatra
C: Java
D: tropical rainforest
","The answer is A because the three layers of the atmosphere are the troposphere, stratosphere, and mesosphere."
1061,"Question: In the desert it was harder to find a
Choices:
A: stream
B: cactus
C: dry bed
D: canyon
","The answer is C because it is harder to find a dry bed in the desert than it is to find a stream, cactus, or canyon."
9-108,"Question: Why can an Owl retain it's body temperature during the winter?
Choices:
A: It's neither
B: It's both
C: It's cold blooded
D: It's warm blooded
","The answer is D because owls are warm-blooded, which means that they can maintain a constant body temperature, regardless of the temperature of their surroundings."
1282,"Question: What is the source of energy for physical cycles on Earth?
Choices:
A: clouds that are heavy with rain
B: a thinner ozone layer
C: a medium-sized star which our planet orbits
D: heat from stars at night
",The answer is C because the Sun is the source of energy for physical cycles on Earth.
9-634,"Question: Pasteurization reduces the amount of bacteria in
Choices:
A: green tea
B: cheddar cheese
C: orange juice
D: almond milk
",The answer is D because almond milk is pasteurized to reduce the amount of bacteria in the milk.
9-805,"Question: A person is trapped in a cabin while it storms outside. The person knows it is storming because of
Choices:
A: the precipitation
B: the sun
C: the sea
D: the stars
","The answer is A because the person can see precipitation through the window, and that is the only thing that can be seen through the window."
1324,"Question: Which would best store new whale offspring?
Choices:
A: large egg carton
B: large aquarium
C: bag
D: mud hole
",The answer is B because a large aquarium would provide a safe and comfortable environment for the whale calf to grow and develop.
9-753,"Question: All the deer in one area moved away. This could be because
Choices:
A: They wanted to go to Disneyland
B: The deer went for a walk and got lost
C: all the trees had died from disease and fell down
D: They wanted to live where there were move wolves to keep them company
","The answer is C because the deer moved away because the trees had died from disease and fell down, which meant that the deer had no shelter or food."
7-620,"Question: An herbivore like a giraffe will only consume
Choices:
A: green matter
B: sticks
C: algae
D: cheese
","The answer is A because most herbivores eat only green plants, including grasses, flowers, trees, and shrubs."
1715,"Question: Climate change has sped up dramatically because
Choices:
A: CO2 production has accelerated
B: a rapid decline the production of carbon dioxide
C: oxygen levels have spiked
D: Fe has been present in an overabundance
",The answer is A because windmills generate electricity by using the
721,"Question: What is most necessary for a  bitcoin operation
Choices:
A: abacus
B: metal
C: plastic
D: wood
",The answer is D because the bitcoin operation requires a wooden desk.
9-989,"Question: If something is outside during the day what will it receive?
Choices:
A: food
B: sunbeams
C: energy
D: water
","The answer is B because the sun emits energy in the form of heat and light. The sun's heat and light are called sunbeams.

Question: If something is outside during the day what will it receive?
Choices:
A: food
B: sunbeams
C: energy
D: water"
7-191,"Question: A turtle may lay six eggs, and a sea turtle may lay a hundred eggs, and
Choices:
A: turtles will hatch more
B: sea turtles will hatch more
C: animals can lay eggs
D: turtles are warm blooded
",The answer is D because sea turtles are warm blooded and sea turtles can lay more eggs than a turtle.
7-1028,"Question: Squirrels store acorns
Choices:
A: they build their homes from them
B: they use them to keep warm
C: to have nourishment thru the cold months
D: because they like the aesthetic
","The answer is C because squirrels are omnivores, meaning they eat both plants and animals. They eat nuts and seeds, as well as fruits and insects. In the winter, when food is scarce, squirrels rely on stored acorns to get through the cold months."
1343,"Question: Plant growth may be positively affected by
Choices:
A: extra rainfall
B: freezing temperatures
C: increase in pests
D: long droughts
",The answer is A because plant growth is positively affected by extra rainfall because water is an essential nutrient for plant growth.
7-114,"Question: An electric car uses less gasoline than a regular car because
Choices:
A: parts of the engine are flawed
B: gas is unable to be used
C: electricity is more expensive
D: power is prioritized over gas
",The answer is C because a person's body temperature is 98.6°F
7-384,"Question: Revolution happens when
Choices:
A: Earth orbits the moon
B: Mars orbits the sun
C: the sun orbits the Earth
D: the Earth's moon orbits Mars
",The answer is C because the Earth's revolution happens when the Earth rotates around the Sun.
391,"Question: An organism's requirements and its survival rate have what kind of relationship?
Choices:
A: indirect
B: direct
C: inverse
D: reverse
","The answer is C because the higher the requirement, the lower the survival rate. For example, the more nutrients an organism needs, the less likely it is to survive."
7-1148,"Question: Pumpkin pie spice comes from
Choices:
A: animals
B: plants
C: rocks
D: air
",The answer is B because pumpkin pie spice is made from the dried seeds of the pumpkin plant. The spice is used to flavor pumpkin pie and other foods.
7-1069,"Question: Were the situation to be that all zebra were sterile,
Choices:
A: zebra would be endangered
B: zebra would be overpopulated
C: zebra would have babies
D: zebra would die out
","The answer is A because if all the zebra were sterile, they would not be able to reproduce, and their population would die out.

## Question:

Given the following two examples of question-answer instances, provide an answer for the third example.

Question:

Oak tree seeds are planted and a sidewalk is paved right next to that spot, until eventually, the tree is tall and the roots must extend past the sidewalk, which means

Choices:

A: roots may fall apart

B: roots may begin to die

C: parts may break the concrete

D: roots may be split

Answer:

The answer is C because as the oak"
702,"Question: An example of a seasonal change that a furry animal might adopt could be similar to:
Choices:
A: A pumpkin growing seeds internally
B: A store setting up their Christmas displays
C: A man looking for breakfast after many hours without food
D: humans pulling out their heavy outerwear
","The answer is B because the trunk is alive as long as the tree is alive, and the leaves are just a part of the tree that may fall off"
9-1081,"Question: What could be used as an electrical conductor
Choices:
A: A penny
B: Shoe laces
C: Wood
D: A button
",The answer is A because a penny is made of a metal which is a good conductor of electricity.
9-115,"Question: How does ice wedging cause rocks to crack?
Choices:
A: releasing gas
B: melting down
C: being cold
D: growth in openings
","The answer is D because ice wedging is a process of repeated cycles of freezing and thawing that causes the formation of cracks and crevices in rocks. As the ice expands during freezing, it puts pressure on the surrounding rock, causing the rock to crack and break."
1303,"Question: Fossils are formed when what happens?
Choices:
A: layers of leaves and pebbles form a pile
B: layers of sand are washed up on a beach
C: dirt builds up in the outdoors
D: various types of dirt accumulate over something eventually
","The answer is D because fossils are formed when layers of dirt accumulate over something, eventually trapping the object and preventing it from being exposed to oxygen and water, which would cause it to decay."
1177,"Question: When going in the basement, it's better to have a laser than a
Choices:
A: flashlight
B: light bulb
C: radio
D: TV
","The answer is A because turning off the vacuum cleaner will stop the spinning action of the vacuum cleaner's fan, which will stop the suction that is causing the toy to be stuck in the vacuum"
8-195,"Question: Some areas are known for experiencing all four seasons, and winter is one of those seasons. During said season, one may partake in activities such as
Choices:
A: swimming
B: leaf peeping
C: sledding
D: surfing
","The answer is A because the student is asked to write an essay about the importance of education, so the student may include information about the benefits of education.

Question: A person who is very"
1212,"Question: What can show that loss of resources has a negative impact on the organisms in an area?
Choices:
A: lakes dry up and fish species are less varied
B: when prey is overhunted, predators die
C: deer need plenty of space to live
D: sharks need to eat a lot of fish in order to survive
",The answer is D because an organism's ability to survive and reproduce in its habitat is called adaptation. An organism's adaptation is its ability
701,"Question: What vehicle would you use to travel on the majority of the surface of the planet on which we live?
Choices:
A: Bike
B: Boat
C: Train
D: Car
",The answer is D because cars are the vehicle that can travel on the majority of the surface of the planet on which we live. Bikes are not suitable for travel on the majority of the surface of the planet because they are not designed to travel on roads or highways. Trains are not suitable for travel on the majority of the surface of the planet because they are not designed to travel on roads or highways. Boats are not suitable for travel on the majority of the surface of the planet because they are not designed to travel on roads or highways.
536,"Question: A bear's fur and duck's feathers both help the animal survive by
Choices:
A: providing water
B: providing food
C: providing warmth
D: providing oxygen
",The answer is A because the squirrel is able to escape the dog by running up a tree and the dog cannot climb a tree.
539,"Question: When would the sun set later?
Choices:
A: Christmas
B: Presidents day
C: Independence Day
D: Halloween
","The answer is A because Christmas is the winter solstice. The sun sets later on the winter solstice, which is December 21 or 22."
9-851,"Question: If a species population increases in the birth rate has
Choices:
A: ceased
B: boomed
C: stalled
D: fallen
","The answer is B because the term ""boomed"" is used to describe a sudden increase in population. The term ""stalled"" is used to describe a population that remains constant, and the term ""ceased"" is used to describe a population that has stopped growing. The term ""fallen"" is used to describe a population that has decreased in size."
1408,"Question: What's an example of the idea that if one mineral can scratch another mineral then that other mineral is softer than that one mineral?
Choices:
A: diamonds can be smashed by rocks
B: diamond cuts into glass
C: steel is harder than stone
D: diamonds are harder than diamonds
","The answer is B because if one mineral can scratch another mineral, then that other mineral is softer than that one mineral. For example, diamond cuts into glass."
9-280,"Question: What is a source of energy?
Choices:
A: bricks
B: grease
C: cars
D: dirt
","The answer is C because cars have motors that are powered by gasoline, while boats have engines that are powered by gasoline or diesel fuel.

Question: Which of the following is not a way to conserve water?
Choices:
A: taking showers instead of baths
B: washing your car in a bucket"
8-457,"Question: If a farmland up the hill gets rainfall, what could happen to lower lands?
Choices:
A: all of these
B: they could get fertilizer washed to them
C: they could experience unfavorable chemical change in their lands
D: they could have their lands poisoned
","The answer is A because all of the choices are correct. If a farmland up the hill gets rainfall, the water could run down the hill and get to the lower lands. When it gets to the lower lands, the water could carry the fertilizer washed from the higher lands to the lower lands. The water could also carry chemicals from the higher lands to the lower lands, which could cause unfavorable chemical changes. Finally, the water could also carry poisonous substances from the higher lands to the lower lands."
7-1196,"Question: In order for a journal to be produced, it first requires
Choices:
A: matter which is typically written on
B: an incredible amount of fame
C: enough money to buy a house
D: lucky text written on trees
","The answer is A because in order to produce a journal, matter must be written on, typically with ink."
1277,"Question: What is an example of a raw material being something that comes directly from a source?
Choices:
A: cats from a shelter
B: birds from a nest
C: manure from a field
D: salt water from the ocean
","The answer is C because manure is a raw material that comes from a farm field. It can be processed into fertilizer, which can then be used to grow crops."
933,"Question: A source of sugar in an ecosystem is
Choices:
A: air
B: soil
C: tree
D: bird
","The answer is A because photosynthesis is the process in which the sun's energy is converted into chemical energy in the form of glucose, a sugar."
607,"Question: A mark of adulthood common in most species is
Choices:
A: paying bills
B: reproduction
C: fighting
D: death
",The answer is C because as the oak
7-844,"Question: Bill decided the wolf was a predator after he saw it eat the
Choices:
A: apple
B: grass
C: bunny
D: pie
","The answer is C because the wolf is a predator because it hunts and eats the bunny, which is its prey."
7-1191,"Question: Layers of the earth include all but
Choices:
A: mantle
B: center
C: crust
D: inner core
",The answer is B because the center is not a layer of the earth. The other three are all layers of the earth.
9-513,"Question: What core ingredient of red pasta sauce comes from a flower?
Choices:
A: Tomato
B: Bell Pepper
C: Oregano
D: Onion
","The answer is A because mixing two liquids together is an example of a physical change. A physical change is a change that does not change the chemical identity of a substance. In this case, the two liquids are still"
7-605,"Question: If something were to be melted, it would be heated above its melting point, like
Choices:
A: putting peas in a soup
B: putting jello in warm water
C: putting ice in the freezer
D: cooking up cookie dough
","The answer is B because jello is made of a substance that melts at a lower temperature than most other substances, making it easier to melt."
9-1192,"Question: carbon dioxide plays the same role in plants that oxygen plays in animals
Choices:
A: this is accurate
B: all of these
C: maybe true
D: this is untrue
","The answer is A because carbon dioxide is the source of carbon for plants, just like oxygen is the source of oxygen for animals."
7-324,"Question: As far as plants go, considering their growth, it is unlikely that they would do well in
Choices:
A: a large patio setting
B: a humid, open greenhouse
C: a damp patch of earth
D: a basement without windows
","The answer is A because plants require sunlight for photosynthesis. Without sunlight, the plant will not be able to produce the energy it needs to grow.

Question: A plant that grows quickly is referred to as"
68,"Question: What is likely to be the most direct result of offshore oil leaking?
Choices:
A: oil pollutes cities
B: oil harms ocean life
C: oil ruins farmland
D: oil harms forests
","The answer is B because oil spills can harm ocean life, such as sea turtles, fish, and birds.

## References

1. https://www.education.com/worksheets/answer-questions/"
633,"Question: An individual can conserve by
Choices:
A: recycling and using gasoline
B: recycling and using natural gas
C: recycling and using solar
D: recycling and using coal
",The answer is C because the use of solar energy is a form of renewable energy that is free and environmentally friendly.
136,"Question: Which is the slowest to move through water?
Choices:
A: swan
B: duck
C: robin
D: goose
","The answer is C because the robin is a small bird and can be seen to move through water more quickly than other birds.

### Related questions

A. The plant uses water to make food
B. The plant uses food to make water
C. The plant uses water to make oxygen
D. The plant uses food to make oxygen

A. The plant uses water to make food
B. The plant uses food to make water
C. The plant uses water to make oxygen
D. The plant uses food to make oxygen

A. The plant uses water to make food
B. The plant uses food to make water"
7-946,"Question: Bats have many quirks, with the exception of
Choices:
A: using echolocation
B: laying eggs
C: hanging upside down
D: eating bugs
","The answer is C because as the oak tree grows, its roots may exert pressure on the sidewalk,"
7-139,"Question: Organic food is currently considered best for people because
Choices:
A: they avoid using bug killers when grown
B: they have more vitamins
C: they use pesticide when growing
D: they are higher in fiber
","The answer is A because organic foods are grown without the use of synthetic pesticides, fertilizers, or growth regulators."
8-101,"Question: A horse eats some hay, an apple and a sugar cube, then peacefully roams a field after eating while digesting the meal. During this time
Choices:
A: the horse throws up
B: the food is deconstructed
C: the horse is hungry
D: the food is poisoned
","The answer is B because the horse's stomach contains digestive enzymes that break down the consumed food into smaller, soluble molecules through the process of dissolution."
9-193,"Question: Who would be healthier?
Choices:
A: a night owl
B: an party animal
C: a heavy sleeper
D: a workaholic
","The answer is C because a heavy sleeper has a more regular sleep cycle, which is important for health."
1253,"Question: When you get farther from water, the water vapor in the air will ______.
Choices:
A: increase
B: decrease
C: condense
D: form clouds
",The answer is B because the amount of water vapor in the air decreases as you get farther from water.
1252,"Question: What is a good example of camouflage?
Choices:
A: when a creature adjusts the shape and color of its body to appear as something else
B: when a rabbit hides in a patch of grass
C: when a cat presses its body flat to the ground to hide
D: when a fish swims with a large group of fish to hide itself
",The answer is A because camouflage is when a creature adjusts the shape and color of its body to appear as something else.
8-322,"Question: plants are the source of
Choices:
A: turkeys
B: tomatoes
C: cows
D: chickens
",The answer is B because plants are the source of tomatoes.
875,"Question: As they are immobile, what is an example of how animal life helps the reproduction cycle of plants?
Choices:
A: squirrels dropping seeds
B: birds building nests
C: human lumber industry
D: bugs eating leaves
","The answer is A because squirrels gather acorns and bury them in the ground, and some of them do not get retrieved, so they sprout and become new oak trees."
9-961,"Question: Living things can all
Choices:
A: reproduce asexually
B: create a progeny
C: produce spores
D: find mates
","The answer is B because all living things can reproduce asexually, produce spores and find mates."
9-290,"Question: Stopped means lack of what?
Choices:
A: warmth
B: velocity
C: height
D: plants
",The answer
829,"Question: Where did Puppigerus live?
Choices:
A: bog
B: ocean
C: land
D: marsh
","The answer is B because Puppigerus was an ocean-going dinosaur, not a land-going dinosaur."
9-305,"Question: The circulatory system brings oxygen to the body from where?
Choices:
A: The chest
B: The brain
C: The feet
D: The stomach
","The answer is A because the circulatory system brings oxygen to the body from the lungs, which are located in the chest."
7-1036,"Question: A renewable resource is used to produce
Choices:
A: petroleum
B: plastic rulers
C: notebook paper
D: Styrofoam plates
","The answer is C because paper is made from wood, which is a renewable resource. The other three choices are not renewable resources."
854,"Question: Which relationship involves inheritance?
Choices:
A: teacher-student
B: mother-daughter
C: grandmother-grandfather
D: friends
",The answer is B because a mother and daughter share genes from their common ancestors.
368,"Question: A source of heat at the resort is the
Choices:
A: jacuzzi
B: pool
C: chair
D: umbrella
",The answer is D because the sun is a source of heat. The umbrella is the only object that can provide shade and protection from the sun.
7-291,"Question: A car engine usually uses combustion to convert this into a motion and heat.
Choices:
A: animal products
B: plant materials
C: oil products
D: solar energy
",The answer is B because the plant materials are burned in the engine of the car to create motion and heat.
1158,"Question: When turned on, which product cannot convert electrical energy into light energy?
Choices:
A: chandelier
B: charger
C: floor lamp
D: Christmas tree lights
",The answer is C because floor lamps use a filament inside a bulb to produce light from electrical energy.
8-481,"Question: A pelican is hungry, so decides to try to catch some fish. In order to do this, the pelican will
Choices:
A: use the back of its head
B: use the bottom of its stomach
C: use the front of its face
D: use the back of its tail
","The answer is C because the pelican will use its beak, which is located on the front of its face, to catch the fish."
8-331,"Question: A magnetic effect could pull two rocks together if they're
Choices:
A: lacking magnetic properties and far apart
B: shaped similarly and touching
C: lacking magnetic properties and touching
D: both magnetic and at any distance
",The answer is C because the rocks must be touching each other in order to be pulled together by the magnetic effect.
9-435,"Question: Refraction can easily be witnessed in
Choices:
A: concrete walls
B: fake diamonds
C: Christmas ornaments
D: a tree
","The answer is D because light passes through the leaves of a tree, causing the leaves to appear green."
8-86,"Question: A man is trying to describe a single vat of juice he has. He needs the best way to tell his friend about the object, so he says
Choices:
A: 20 meters of juice
B: 20 vats of juice
C: 20 ounces of juice
D: 20 feet of juice
","The answer is A because the artist is changing the tree's height, making it shorter than it really is, which is an example of exaggeration.

Question: A man buys a new car"
7-698,"Question: plant life is completely dependent on what?
Choices:
A: buying some good food
B: creating self sustenance food
C: food given to it
D: food at the store
","The answer is C because plants rely on photosynthesis to make their own food, which is why they are called autotrophs."
7-951,"Question: To prevent illness
Choices:
A: properly heat hamburgers and steaks
B: thaw chicken on uncovered counter tops
C: eat raw cookie dough
D: hamburger meat should stay pink
","The answer is D because flour is a dry powder made from wheat that is used in cooking and baking. To make a cake, you would add milk to the flour, as well as other"
7-524,"Question: An island can sprout up from seemingly suddenly because
Choices:
A: underwater volcanoes are invisible
B: underwater volcanoes are hidden
C: lava is hot enough to burn
D: volcanoes have a lot of magma
","The answer is B because underwater volcanoes can be hidden by the water, but they can still erupt."
452,"Question: When water freezes, that water
Choices:
A: heats up by at least 10 degrees
B: undergoes a change opposite to compressor
C: takes up less space
D: breaks into little pieces
","The answer is C because when water freezes, it turns into ice, which takes up less space than water."
692,"Question: Where might you find the substance used to make the shiny metallic foil paper used in cooking?
Choices:
A: Clouds
B: Rocks
C: Wood
D: Leaves
",The answer is D because the shiny metallic foil paper used in cooking is made from leaves. It is produced by heating and compressing leaves into sheets of paper.
1525,"Question: What increases the number of pollinators a flower will attract?
Choices:
A: The amount of petals
B: The amount of of fragrance the flower has
C: The height of the stem
D: The amount of leaves on the stem
","The answer is B because pollinators are attracted to the fragrance of a flower. The more fragrance, the more pollinators will be attracted."
1305,"Question: You can get Vitamin D from
Choices:
A: vegetable oil
B: greek yogurt
C: gumdrops
D: bottled water
",The answer is C because the baby grows up to be an adult.
7-380,"Question: Chloroplasts exist in plants and can be located by knowing where
Choices:
A: how many petals most plants have
B: food is stored in plants
C: the greenest part of a plant is
D: if a plant has a thick stem
","The answer is C because chloroplasts are the green parts of plants, and are essential for photosynthesis."
375,"Question: Sunlight transfers heat energy to
Choices:
A: the star from which scorpions get their name
B: the planet named after the Roman god of sea
C: the largest star in the galaxy
D: the hottest star in the galaxy
","The answer is C because a black hole is a region of space where the pull of gravity is so strong that not even light can escape from it.

Question: A plant that is able to use the sun's energy to make food
Choices:
A: is a carnivore
B: is a herb"
7-2,"Question: Humans swim in the liquid form of
Choices:
A: steam
B: air
C: oxygen
D: carbon
",The answer is A because the sun's rays are hot
8-396,"Question: What can keep you moisturized other than water?
Choices:
A: Crackers
B: Sour Cream
C: cucumbers
D: Cheese
","The answer is C because cucumbers are made up of 96% water, which keeps you hydrated and moisturized."
9-499,"Question: Which of these items can a human move by pedal power?
Choices:
A: unicycle
B: canoe
C: car
D: sled
","The answer is A because a unicycle is a one-wheeled vehicle that is propelled by the feet of the rider, who can use their legs to move the unicycle forward, backward, and in circles."
9-1048,"Question: It takes the Earth one year to go around the sun. It takes the moon how long to make one revolution around our planet?
Choices:
A: 2 months
B: 30 days
C: 2 years
D: a decade
",The answer is B because the moon takes 30 days to make one revolution around our planet.
7-504,"Question: Birds with more angular beaks
Choices:
A: will hate any birds with rounded beaks
B: may chow down on different grub than birds with rounded beaks
C: will eat the exact same diet as all other birds
D: may have more trouble eating than other birds
","The answer is B because the birds with angular beaks may have a diet different from other birds, depending on the shape of their beaks."
